Dates,CDAR
2021-05-02,-0.3085298249384204
2021-05-09,-0.06382135736560121
2021-05-16,-0.30468312357397354
2021-05-23,0.04785018761198001
2021-05-30,-0.08161574719988196
2021-06-06,0.06104930065390979
2021-06-13,0.31802702421198514
2021-06-20,-0.08939281055375681
2021-06-27,0.011940872906387845
2021-07-04,0.23404338923100299
2021-07-11,0.38239648759492045
2021-07-18,-0.22427203707258725
2021-07-25,0.1610460713001965
2021-08-01,-0.01782812855749144
2021-08-08,-0.09123680232442449
2021-08-15,-0.10764622236003844
2021-08-22,-0.06272991068419091
2021-08-29,-0.0287563087166291
2021-09-05,0.014638917131253718
2021-09-12,-0.1006996104891678
2021-09-19,0.015297700460737584
2021-09-26,0.10530166856862436
2021-10-03,-0.19165654135388918
2021-10-10,-0.12109797953369095
2021-10-17,0.07518555771031366
2021-10-24,0.20186901599776227
2021-10-31,0.0647572010276761
2021-11-07,0.3285095953841562
2021-11-14,-0.02318294576740454
2021-11-21,0.07032594983962126
2021-11-28,0.11346211762297004
2021-12-05,0.21151102468337857
2021-12-12,0.0987686432113144
2021-12-19,-0.010643283492877131
2021-12-26,-0.005150155796161959
