Dates,Average daily coal consumption,Operating rate of blast furnaces,All-steel wheel operating rate,Semi-steel wheel operating rate,Polyester filament operating rate,PTA operating rate,Average daily output of crude steel,Commercial housing transaction area of 30 cities(D),Commercial housing transaction area of 30 cities(W),Cement Price Index,Average Daily Sales of Passenger Car(Wholesale),Average Daily Sales of Passenger Car(Retail),Keqiao Textile Price Index,CCFI composite index,Edible Agricultural Products Price Index,Production price index,WTI spot price,Output: Rebar,Output:Wire Rod,Output:Hot Rolled Coil,Output: Cold Rolled Coil,Output: Plate
2002-01-11,,,,,,,,,,,,,,921.35,,,,,,,,
2002-01-18,,,,,,,,,,,,,,901.65,,,,,,,,
2002-01-25,,,,,,,,,,,,,,925.88,,,,,,,,
2002-02-01,,,,,,,,,,,,,,927.54,,,,,,,,
2002-02-08,,,,,,,,,,,,,,930.63,,,,,,,,
2002-02-15,,,,,,,,,,,,,,927.58,,,,,,,,
2002-02-22,,,,,,,,,,,,,,924.52,,,,,,,,
2002-03-01,,,,,,,,,,,,,,935.38,,,,,,,,
2002-03-08,,,,,,,,,,,,,,934.62,,,,,,,,
2002-03-15,,,,,,,,,,,,,,934.55,,,,,,,,
2002-03-22,,,,,,,,,,,,,,933.92,,,,,,,,
2002-03-29,,,,,,,,,,,,,,921.39,,,,,,,,
2002-04-05,,,,,,,,,,,,,,923.54,,,,,,,,
2002-04-12,,,,,,,,,,,,,,934.67,,,,,,,,
2002-04-19,,,,,,,,,,,,,,935.42,,,,,,,,
2002-04-26,,,,,,,,,,,,,,929.31,,,,,,,,
2002-05-03,,,,,,,,,,,,,,933.55,,,,,,,,
2002-05-10,,,,,,,,,,,,,,937.78,,,,,,,,
2002-05-17,,,,,,,,,,,,,,942.02,,,,,,,,
2002-05-24,,,,,,,,,,,,,,936.25,,,,,,,,
2002-05-31,,,,,,,,,,,,,,938.96,,,,,,,,
2002-06-07,,,,,,,,,,,,,,944.69,,,,,,,,
2002-06-14,,,,,,,,,,,,,,936.14,,,,,,,,
2002-06-21,,,,,,,,,,,,,,935.67,,,,,,,,
2002-06-28,,,,,,,,,,,,,,933.19,,,,,,,,
2002-07-05,,,,,,,,,,,,,,934.27,,,,,,,,
2002-07-12,,,,,,,,,,,,,,942.37,,,,,,,,
2002-07-19,,,,,,,,,,,,,,953.68,,,,,,,,
2002-07-26,,,,,,,,,,,,,,955.16,,,,,,,,
2002-08-02,,,,,,,,,,,,,,953.29,,,,,,,,
2002-08-09,,,,,,,,,,,,,,967.92,,,,,,,,
2002-08-16,,,,,,,,,,,,,,962.94,,,,,,,,
2002-08-23,,,,,,,,,,,,,,961.26,,,,,,,,
2002-08-30,,,,,,,,,,,,,,960.44,,,,,,,,
2002-09-06,,,,,,,,,,,,,,965.04,,,,,,,,
2002-09-13,,,,,,,,,,,,,,978.45,,,,,,,,
2002-09-20,,,,,,,,,,,,,,962.68,,,,,,,,
2002-09-27,,,,,,,,,,,,,,961.02,,,,,,,,
2002-10-04,,,,,,,,,,,,,,961.08,,,,,,,,
2002-10-11,,,,,,,,,,,,,,961.14,,,,,,,,
2002-10-18,,,,,,,,,,,,,,958.94,,,,,,,,
2002-10-25,,,,,,,,,,,,,,958.25,,,,,,,,
2002-11-01,,,,,,,,,,,,,,974.11,,,,,,,,
2002-11-08,,,,,,,,,,,,,,987.34,,,,,,,,
2002-11-15,,,,,,,,,,,,,,990.54,,,,,,,,
2002-11-22,,,,,,,,,,,,,,1006.58,,,,,,,,
2002-11-25,,,,,,,,,,,,,,,,,26.24,,,,,
2002-11-26,,,,,,,,,,,,,,,,,26.40,,,,,
2002-11-27,,,,,,,,,,,,,,,,,26.99,,,,,
2002-11-29,,,,,,,,,,,,,,999.82,,,,,,,,
2002-12-02,,,,,,,,,,,,,,,,,27.16,,,,,
2002-12-03,,,,,,,,,,,,,,,,,27.31,,,,,
2002-12-04,,,,,,,,,,,,,,,,,26.67,,,,,
2002-12-05,,,,,,,,,,,,,,,,,27.34,,,,,
2002-12-06,,,,,,,,,,,,,,981.46,,,26.96,,,,,
2002-12-09,,,,,,,,,,,,,,,,,27.27,,,,,
2002-12-10,,,,,,,,,,,,,,,,,27.45,,,,,
2002-12-11,,,,,,,,,,,,,,,,,27.50,,,,,
2002-12-12,,,,,,,,,,,,,,,,,28.00,,,,,
2002-12-13,,,,,,,,,,,,,,974.69,,,28.46,,,,,
2002-12-16,,,,,,,,,,,,,,,,,30.12,,,,,
2002-12-17,,,,,,,,,,,,,,,,,30.02,,,,,
2002-12-18,,,,,,,,,,,,,,,,,30.43,,,,,
2002-12-19,,,,,,,,,,,,,,,,,30.26,,,,,
2002-12-20,,,,,,,,,,,,,,989.83,,,31.05,,,,,
2002-12-23,,,,,,,,,,,,,,,,,32.23,,,,,
2002-12-24,,,,,,,,,,,,,,,,,32.57,,,,,
2002-12-26,,,,,,,,,,,,,,,,,32.39,,,,,
2002-12-27,,,,,,,,,,,,,,988.28,,,32.62,,,,,
2002-12-30,,,,,,,,,,,,,,,,,31.30,,,,,
2002-12-31,,,,,,,,,,,,,,,,,31.25,,,,,
2003-01-02,,,,,,,,,,,,,,,,,32.00,,,,,
2003-01-03,,,,,,,,,,,,,,1001.12,,,33.28,,,,,
2003-01-06,,,,,,,,,,,,,,,,,32.10,,,,,
2003-01-07,,,,,,,,,,,,,,,,,31.15,,,,,
2003-01-08,,,,,,,,,,,,,,,,,30.71,,,,,
2003-01-09,,,,,,,,,,,,,,,,,32.09,,,,,
2003-01-10,,,,,,,,,,,,,,1014.44,,,31.80,,,,,
2003-01-13,,,,,,,,,,,,,,,,,32.13,,,,,
2003-01-14,,,,,,,,,,,,,,,,,32.37,,,,,
2003-01-15,,,,,,,,,,,,,,,,,33.08,,,,,
2003-01-16,,,,,,,,,,,,,,,,,33.60,,,,,
2003-01-17,,,,,,,,,,,,,,999.64,,,34.10,,,,,
2003-01-21,,,,,,,,,,,,,,,,,34.31,,,,,
2003-01-22,,,,,,,,,,,,,,,,,34.59,,,,,
2003-01-23,,,,,,,,,,,,,,,,,34.15,,,,,
2003-01-24,,,,,,,,,,,,,,1036.91,,,35.41,,,,,
2003-01-27,,,,,,,,,,,,,,,,,32.29,,,,,
2003-01-28,,,,,,,,,,,,,,,,,32.67,,,,,
2003-01-29,,,,,,,,,,,,,,,,,33.59,,,,,
2003-01-30,,,,,,,,,,,,,,,,,33.79,,,,,
2003-01-31,,,,,,,,,,,,,,1024.59,,,33.48,,,,,
2003-02-03,,,,,,,,,,,,,,,,,32.70,,,,,
2003-02-04,,,,,,,,,,,,,,,,,33.43,,,,,
2003-02-05,,,,,,,,,,,,,,,,,33.84,,,,,
2003-02-06,,,,,,,,,,,,,,,,,34.13,,,,,
2003-02-07,,,,,,,,,,,,,,1012.27,,,34.92,,,,,
2003-02-10,,,,,,,,,,,,,,,,,34.48,,,,,
2003-02-11,,,,,,,,,,,,,,,,,35.45,,,,,
2003-02-12,,,,,,,,,,,,,,,,,35.80,,,,,
2003-02-13,,,,,,,,,,,,,,,,,36.36,,,,,
2003-02-14,,,,,,,,,,,,,,999.95,,,36.85,,,,,
2003-02-18,,,,,,,,,,,,,,,,,36.86,,,,,
2003-02-19,,,,,,,,,,,,,,,,,37.16,,,,,
2003-02-20,,,,,,,,,,,,,,,,,35.99,,,,,
2003-02-21,,,,,,,,,,,,,,998.04,,,36.98,,,,,
2003-02-24,,,,,,,,,,,,,,,,,36.79,,,,,
2003-02-25,,,,,,,,,,,,,,,,,35.96,,,,,
2003-02-26,,,,,,,,,,,,,,,,,37.65,,,,,
2003-02-27,,,,,,,,,,,,,,,,,37.05,,,,,
2003-02-28,,,,,,,,,,,,,,989.56,,,36.90,,,,,
2003-03-03,,,,,,,,,,,,,,,,,35.78,,,,,
2003-03-04,,,,,,,,,,,,,,,,,36.87,,,,,
2003-03-05,,,,,,,,,,,,,,,,,36.74,,,,,
2003-03-06,,,,,,,,,,,,,,,,,37.08,,,,,
2003-03-07,,,,,,,,,,,,,,968.99,,,37.78,,,,,
2003-03-10,,,,,,,,,,,,,,,,,37.27,,,,,
2003-03-11,,,,,,,,,,,,,,,,,36.67,,,,,
2003-03-12,,,,,,,,,,,,,,,,,37.73,,,,,
2003-03-13,,,,,,,,,,,,,,,,,36.16,,,,,
2003-03-14,,,,,,,,,,,,,,987.22,,,35.38,,,,,
2003-03-17,,,,,,,,,,,,,,,,,34.93,,,,,
2003-03-18,,,,,,,,,,,,,,,,,31.95,,,,,
2003-03-19,,,,,,,,,,,,,,,,,29.58,,,,,
2003-03-20,,,,,,,,,,,,,,,,,28.81,,,,,
2003-03-21,,,,,,,,,,,,,,982.52,,,27.51,,,,,
2003-03-24,,,,,,,,,,,,,,,,,29.72,,,,,
2003-03-25,,,,,,,,,,,,,,,,,32.17,,,,,
2003-03-26,,,,,,,,,,,,,,,,,28.66,,,,,
2003-03-27,,,,,,,,,,,,,,,,,30.37,,,,,
2003-03-28,,,,,,,,,,,,,,984.14,,,30.21,,,,,
2003-03-31,,,,,,,,,,,,,,,,,31.12,,,,,
2003-04-01,,,,,,,,,,,,,,,,,29.80,,,,,
2003-04-03,,,,,,,,,,,,,,,,,28.95,,,,,
2003-04-04,,,,,,,,,,,,,,995.17,,,28.55,,,,,
2003-04-07,,,,,,,,,,,,,,,,,28.04,,,,,
2003-04-08,,,,,,,,,,,,,,,,,28.03,,,,,
2003-04-10,,,,,,,,,,,,,,,,,28.82,,,,,
2003-04-11,,,,,,,,,,,,,,985.28,,,28.15,,,,,
2003-04-14,,,,,,,,,,,,,,,,,28.69,,,,,
2003-04-15,,,,,,,,,,,,,,,,,29.36,,,,,
2003-04-16,,,,,,,,,,,,,,,,,29.31,,,,,
2003-04-17,,,,,,,,,,,,,,,,,30.70,,,,,
2003-04-18,,,,,,,,,,,,,,1009.00,,,,,,,,
2003-04-21,,,,,,,,,,,,,,,,,31.08,,,,,
2003-04-22,,,,,,,,,,,,,,,,,29.92,,,,,
2003-04-23,,,,,,,,,,,,,,,,,28.18,,,,,
2003-04-24,,,,,,,,,,,,,,,,,27.05,,,,,
2003-04-25,,,,,,,,,,,,,,998.68,,,26.51,,,,,
2003-04-28,,,,,,,,,,,,,,,,,25.41,,,,,
2003-04-29,,,,,,,,,,,,,,,,,25.20,,,,,
2003-04-30,,,,,,,,,,,,,,,,,25.72,,,,,
2003-05-01,,,,,,,,,,,,,,,,,26.03,,,,,
2003-05-02,,,,,,,,,,,,,,998.32,,,25.64,,,,,
2003-05-05,,,,,,,,,,,,,,,,,23.70,,,,,
2003-05-06,,,,,,,,,,,,,,,,,25.67,,,,,
2003-05-07,,,,,,,,,,,,,,,,,26.23,,,,,
2003-05-08,,,,,,,,,,,,,,,,,27.01,,,,,
2003-05-09,,,,,,,,,,,,,,985.72,,,27.74,,,,,
2003-05-12,,,,,,,,,,,,,,,,,27.39,,,,,
2003-05-13,,,,,,,,,,,,,,,,,28.60,,,,,
2003-05-14,,,,,,,,,,,,,,,,,29.30,,,,,
2003-05-15,,,,,,,,,,,,,,,,,28.68,,,,,
2003-05-16,,,,,,,,,,,,,,973.12,,,29.13,,,,,
2003-05-19,,,,,,,,,,,,,,,,,28.80,,,,,
2003-05-20,,,,,,,,,,,,,,,,,29.08,,,,,
2003-05-21,,,,,,,,,,,,,,,,,29.46,,,,,
2003-05-22,,,,,,,,,,,,,,,,,29.28,,,,,
2003-05-23,,,,,,,,,,,,,,1023.32,,,30.11,,,,,
2003-05-27,,,,,,,,,,,,,,,,,29.22,,,,,
2003-05-28,,,,,,,,,,,,,,,,,28.50,,,,,
2003-05-29,,,,,,,,,,,,,,,,,29.05,,,,,
2003-05-30,,,,,,,,,,,,,,1041.97,,,29.56,,,,,
2003-06-02,,,,,,,,,,,,,,,,,30.14,,,,,
2003-06-03,,,,,,,,,,,,,,,,,30.68,,,,,
2003-06-04,,,,,,,,,,,,,,,,,30.01,,,,,
2003-06-05,,,,,,,,,,,,,,,,,30.74,,,,,
2003-06-06,,,,,,,,,,,,,,1037.90,,,31.29,,,,,
2003-06-09,,,,,,,,,,,,,,,,,31.36,,,,,
2003-06-10,,,,,,,,,,,,,,,,,31.65,,,,,
2003-06-11,,,,,,,,,,,,,,,,,32.28,,,,,
2003-06-12,,,,,,,,,,,,,,,,,31.46,,,,,
2003-06-13,,,,,,,,,,,,,,1030.78,,,30.62,,,,,
2003-06-16,,,,,,,,,,,,,,,,,31.10,,,,,
2003-06-17,,,,,,,,,,,,,,,,,31.08,,,,,
2003-06-18,,,,,,,,,,,,,,,,,30.31,,,,,
2003-06-19,,,,,,,,,,,,,,,,,29.87,,,,,
2003-06-20,,,,,,,,,,,,,,1043.61,,,30.89,,,,,
2003-06-23,,,,,,,,,,,,,,,,,30.27,,,,,
2003-06-24,,,,,,,,,,,,,,,,,30.13,,,,,
2003-06-25,,,,,,,,,,,,,,,,,31.20,,,,,
2003-06-26,,,,,,,,,,,,,,,,,28.95,,,,,
2003-06-27,,,,,,,,,,,,,,1046.69,,,29.19,,,,,
2003-06-30,,,,,,,,,,,,,,,,,30.01,,,,,
2003-07-01,,,,,,,,,,,,,,,,,30.32,,,,,
2003-07-02,,,,,,,,,,,,,,,,,30.10,,,,,
2003-07-03,,,,,,,,,,,,,,,,,30.52,,,,,
2003-07-04,,,,,,,,,,,,,,1047.31,,,,,,,,
2003-07-07,,,,,,,,,,,,,,,,,30.12,,,,,
2003-07-08,,,,,,,,,,,,,,,,,30.26,,,,,
2003-07-09,,,,,,,,,,,,,,,,,30.84,,,,,
2003-07-10,,,,,,,,,,,,,,,,,30.93,,,,,
2003-07-11,,,,,,,,,,,,,,1055.42,,,31.28,,,,,
2003-07-14,,,,,,,,,,,,,,,,,31.20,,,,,
2003-07-15,,,,,,,,,,,,,,,,,31.62,,,,,
2003-07-16,,,,,,,,,,,,,,,,,31.01,,,,,
2003-07-17,,,,,,,,,,,,,,,,,31.38,,,,,
2003-07-18,,,,,,,,,,,,,,1065.87,,,32.04,,,,,
2003-07-21,,,,,,,,,,,,,,,,,31.67,,,,,
2003-07-22,,,,,,,,,,,,,,,,,29.61,,,,,
2003-07-23,,,,,,,,,,,,,,,,,30.12,,,,,
2003-07-24,,,,,,,,,,,,,,,,,30.59,,,,,
2003-07-25,,,,,,,,,,,,,,1066.49,,,30.47,,,,,
2003-07-28,,,,,,,,,,,,,,,,,30.02,,,,,
2003-07-29,,,,,,,,,,,,,,,,,30.20,,,,,
2003-07-30,,,,,,,,,,,,,,,,,30.65,,,,,
2003-07-31,,,,,,,,,,,,,,,,,30.52,,,,,
2003-08-01,,,,,,,,,,,,,,1078.59,,,32.14,,,,,
2003-08-04,,,,,,,,,,,,,,,,,31.80,,,,,
2003-08-05,,,,,,,,,,,,,,,,,32.24,,,,,
2003-08-06,,,,,,,,,,,,,,,,,31.71,,,,,
2003-08-07,,,,,,,,,,,,,,,,,32.40,,,,,
2003-08-08,,,,,,,,,,,,,,1075.65,,,32.26,,,,,
2003-08-11,,,,,,,,,,,,,,,,,31.97,,,,,
2003-08-12,,,,,,,,,,,,,,,,,31.87,,,,,
2003-08-13,,,,,,,,,,,,,,,,,30.75,,,,,
2003-08-15,,,,,,,,,,,,,,1074.46,,,31.15,,,,,
2003-08-18,,,,,,,,,,,,,,,,,30.84,,,,,
2003-08-19,,,,,,,,,,,,,,,,,30.73,,,,,
2003-08-20,,,,,,,,,,,,,,,,,31.02,,,,,
2003-08-21,,,,,,,,,,,,,,,,,31.76,,,,,
2003-08-22,,,,,,,,,,,,,,1077.21,,,31.91,,,,,
2003-08-25,,,,,,,,,,,,,,,,,31.48,,,,,
2003-08-26,,,,,,,,,,,,,,,,,31.90,,,,,
2003-08-28,,,,,,,,,,,,,,,,,31.45,,,,,
2003-08-29,,,,,,,,,,,,,,1082.19,,,30.20,,,,,
2003-09-02,,,,,,,,,,,,,,,,,29.41,,,,,
2003-09-03,,,,,,,,,,,,,,,,,29.44,,,,,
2003-09-04,,,,,,,,,,,,,,,,,28.91,,,,,
2003-09-05,,,,,,,,,,,,,,1082.51,,,28.93,,,,,
2003-09-08,,,,,,,,,,,,,,,,,28.78,,,,,
2003-09-09,,,,,,,,,,,,,,,,,29.16,,,,,
2003-09-10,,,,,,,,,,,,,,,,,29.33,,,,,
2003-09-11,,,,,,,,,,,,,,,,,28.80,,,,,
2003-09-12,,,,,,,,,,,,,,1118.36,,,28.13,,,,,
2003-09-15,,,,,,,,,,,,,,,,,28.10,,,,,
2003-09-16,,,,,,,,,,,,,,,,,27.56,,,,,
2003-09-17,,,,,,,,,,,,,,,,,26.98,,,,,
2003-09-18,,,,,,,,,,,,,,,,,27.13,,,,,
2003-09-19,,,,,,,,,,,,,,1117.52,,,26.94,,,,,
2003-09-22,,,,,,,,,,,,,,,,,26.93,,,,,
2003-09-23,,,,,,,,,,,,,,,,,26.94,,,,,
2003-09-24,,,,,,,,,,,,,,,,,27.48,,,,,
2003-09-25,,,,,,,,,,,,,,,,,28.13,,,,,
2003-09-26,,,,,,,,,,,,,,1120.13,,,28.19,,,,,
2003-09-29,,,,,,,,,,,,,,,,,28.35,,,,,
2003-09-30,,,,,,,,,,,,,,,,,29.11,,,,,
2003-10-01,,,,,,,,,,,,,,,,,29.41,,,,,
2003-10-02,,,,,,,,,,,,,,,,,29.78,,,,,
2003-10-03,,,,,,,,,,,,,,1117.25,,,30.34,,,,,
2003-10-06,,,,,,,,,,,,,,,,,30.41,,,,,
2003-10-07,,,,,,,,,,,,,,,,,30.37,,,,,
2003-10-08,,,,,,,,,,,,,,,,,29.77,,,,,
2003-10-09,,,,,,,,,,,,,,,,,31.01,,,,,
2003-10-10,,,,,,,,,,,,,,1117.25,,,32.05,,,,,
2003-10-13,,,,,,,,,,,,,,,,,31.91,,,,,
2003-10-14,,,,,,,,,,,,,,,,,31.75,,,,,
2003-10-15,,,,,,,,,,,,,,,,,31.73,,,,,
2003-10-16,,,,,,,,,,,,,,,,,31.45,,,,,
2003-10-17,,,,,,,,,,,,,,1097.89,,,30.63,,,,,
2003-10-20,,,,,,,,,,,,,,,,,30.33,,,,,
2003-10-21,,,,,,,,,,,,,,,,,30.08,,,,,
2003-10-22,,,,,,,,,,,,,,,,,29.71,,,,,
2003-10-23,,,,,,,,,,,,,,,,,30.13,,,,,
2003-10-24,,,,,,,,,,,,,,1079.46,,,,,,,,
2003-10-27,,,,,,,,,,,,,,,,,29.84,,,,,
2003-10-28,,,,,,,,,,,,,,,,,29.51,,,,,
2003-10-29,,,,,,,,,,,,,,,,,28.89,,,,,
2003-10-30,,,,,,,,,,,,,,,,,28.47,,,,,
2003-10-31,,,,,,,,,,,,,,1097.14,,,,,,,,
2003-11-03,,,,,,,,,,,,,,,,,28.85,,,,,
2003-11-04,,,,,,,,,,,,,,,,,28.75,,,,,
2003-11-05,,,,,,,,,,,,,,,,,30.29,,,,,
2003-11-07,,,,,,,,,,,,,,1086.51,,,30.77,,,,,
2003-11-10,,,,,,,,,,,,,,,,,30.88,,,,,
2003-11-11,,,,,,,,,,,,,,,,,31.12,,,,,
2003-11-12,,,,,,,,,,,,,,,,,31.34,,,,,
2003-11-14,,,,,,,,,,,,,,1085.30,,,32.30,,,,,
2003-11-17,,,,,,,,,,,,,,,,,31.66,,,,,
2003-11-18,,,,,,,,,,,,,,,,,33.20,,,,,
2003-11-19,,,,,,,,,,,,,,,,,32.80,,,,,
2003-11-20,,,,,,,,,,,,,,,,,32.55,,,,,
2003-11-21,,,,,,,,,,,,,,1084.09,,,32.20,,,,,
2003-11-24,,,,,,,,,,,,,,,,,29.99,,,,,
2003-11-25,,,,,,,,,,,,,,,,,29.72,,,,,
2003-11-26,,,,,,,,,,,,,,,,,30.46,,,,,
2003-11-28,,,,,,,,,,,,,,1083.65,,,,,,,,
2003-12-01,,,,,,,,,,,,,,,,,29.93,,,,,
2003-12-02,,,,,,,,,,,,,,,,,30.74,,,,,
2003-12-03,,,,,,,,,,,,,,,,,31.10,,,,,
2003-12-04,,,,,,,,,,,,,,,,,31.25,,,,,
2003-12-05,,,,,,,,,,,,,,1095.60,,,30.76,,,,,
2003-12-08,,,,,,,,,,,,,,,,,32.07,,,,,
2003-12-09,,,,,,,,,,,,,,,,,31.69,,,,,
2003-12-10,,,,,,,,,,,,,,,,,31.86,,,,,
2003-12-11,,,,,,,,,,,,,,,,,31.85,,,,,
2003-12-12,,,,,,,,,,,,,,1087.82,,,33.12,,,,,
2003-12-15,,,,,,,,,,,,,,,,,33.10,,,,,
2003-12-16,,,,,,,,,,,,,,,,,32.81,,,,,
2003-12-17,,,,,,,,,,,,,,,,,33.25,,,,,
2003-12-18,,,,,,,,,,,,,,,,,33.67,,,,,
2003-12-19,,,,,,,,,,,,,,1078.81,,,33.00,,,,,
2003-12-22,,,,,,,,,,,,,,,,,31.64,,,,,
2003-12-23,,,,,,,,,,,,,,,,,31.87,,,,,
2003-12-26,,,,,,,,,,,,,,1086.29,,,,,,,,
2003-12-29,,,,,,,,,,,,,,,,,32.45,,,,,
2003-12-30,,,,,,,,,,,,,,,,,32.76,,,,,
2003-12-31,,,,,,,,,,,,,,,,,32.47,,,,,
2004-01-02,,,,,,,,,,,,,,1093.76,,,,,,,,
2004-01-05,,,,,,,,,,,,,,,,,33.82,,,,,
2004-01-06,,,,,,,,,,,,,,,,,33.63,,,,,
2004-01-07,,,,,,,,,,,,,,,,,33.57,,,,,
2004-01-08,,,,,,,,,,,,,,,,,34.03,,,,,
2004-01-09,,,,,,,,,,,,,,1107.02,,,34.41,,,,,
2004-01-12,,,,,,,,,,,,,,,,,34.74,,,,,
2004-01-13,,,,,,,,,,,,,,,,,34.38,,,,,
2004-01-14,,,,,,,,,,,,,,,,,34.48,,,,,
2004-01-15,,,,,,,,,,,,,,,,,33.49,,,,,
2004-01-16,,,,,,,,,,,,,,1087.62,,,34.38,,,,,
2004-01-20,,,,,,,,,,,,,,,,,36.05,,,,,
2004-01-21,,,,,,,,,,,,,,,,,34.91,,,,,
2004-01-22,,,,,,,,,,,,,,,,,34.93,,,,,
2004-01-23,,,,,,,,,,,,,,1089.44,,,34.99,,,,,
2004-01-26,,,,,,,,,,,,,,,,,34.40,,,,,
2004-01-27,,,,,,,,,,,,,,,,,34.07,,,,,
2004-01-28,,,,,,,,,,,,,,,,,33.60,,,,,
2004-01-29,,,,,,,,,,,,,,,,,32.81,,,,,
2004-01-30,,,,,,,,,,,,,,1097.62,,,32.98,,,,,
2004-02-02,,,,,,,,,,,,,,,,,34.86,,,,,
2004-02-03,,,,,,,,,,,,,,,,,34.11,,,,,
2004-02-04,,,,,,,,,,,,,,,,,33.11,,,,,
2004-02-05,,,,,,,,,,,,,,,,,33.13,,,,,
2004-02-06,,,,,,,,,,,,,,1069.51,,,32.41,,,,,
2004-02-09,,,,,,,,,,,,,,,,,32.96,,,,,
2004-02-10,,,,,,,,,,,,,,,,,33.88,,,,,
2004-02-11,,,,,,,,,,,,,,,,,34.00,,,,,
2004-02-12,,,,,,,,,,,,,,,,,33.99,,,,,
2004-02-13,,,,,,,,,,,,,,1064.48,,,34.76,,,,,
2004-02-17,,,,,,,,,,,,,,,,,35.29,,,,,
2004-02-18,,,,,,,,,,,,,,,,,35.41,,,,,
2004-02-19,,,,,,,,,,,,,,,,,35.80,,,,,
2004-02-20,,,,,,,,,,,,,,1066.79,,,35.65,,,,,
2004-02-23,,,,,,,,,,,,,,,,,35.53,,,,,
2004-02-24,,,,,,,,,,,,,,,,,36.03,,,,,
2004-02-25,,,,,,,,,,,,,,,,,37.43,,,,,
2004-02-26,,,,,,,,,,,,,,,,,35.53,,,,,
2004-02-27,,,,,,,,,,,,,,1035.82,,,36.06,,,,,
2004-03-01,,,,,,,,,,,,,,,,,36.77,,,,,
2004-03-02,,,,,,,,,,,,,,,,,36.58,,,,,
2004-03-03,,,,,,,,,,,,,,,,,35.72,,,,,
2004-03-04,,,,,,,,,,,,,,,,,36.69,,,,,
2004-03-05,,,,,,,,,,,,,,1069.83,,,37.29,,,,,
2004-03-08,,,,,,,,,,,,,,,,,36.59,,,,,
2004-03-09,,,,,,,,,,,,,,,,,36.24,,,,,
2004-03-10,,,,,,,,,,,,,,,,,36.15,,,,,
2004-03-11,,,,,,,,,,,,,,,,,36.88,,,,,
2004-03-12,,,,,,,,,,,,,,1046.80,,,36.19,,,,,
2004-03-15,,,,,,,,,,,,,,,,,37.42,,,,,
2004-03-16,,,,,,,,,,,,,,,,,37.46,,,,,
2004-03-17,,,,,,,,,,,,,,,,,38.18,,,,,
2004-03-18,,,,,,,,,,,,,,,,,37.86,,,,,
2004-03-19,,,,,,,,,,,,,,1039.76,,,37.98,,,,,
2004-03-22,,,,,,,,,,,,,,,,,37.22,,,,,
2004-03-24,,,,,,,,,,,,,,,,,37.17,,,,,
2004-03-25,,,,,,,,,,,,,,,,,35.56,,,,,
2004-03-26,,,,,,,,,,,,,,1063.65,,,35.58,,,,,
2004-03-29,,,,,,,,,,,,,,,,,35.37,,,,,
2004-03-30,,,,,,,,,,,,,,,,,36.20,,,,,
2004-03-31,,,,,,,,,,,,,,,,,35.72,,,,,
2004-04-01,,,,,,,,,,,,,,,,,34.37,,,,,
2004-04-02,,,,,,,,,,,,,,1059.47,,,34.49,,,,,
2004-04-05,,,,,,,,,,,,,,,,,34.35,,,,,
2004-04-06,,,,,,,,,,,,,,,,,34.92,,,,,
2004-04-07,,,,,,,,,,,,,,,,,36.12,,,,,
2004-04-08,,,,,,,,,,,,,,,,,37.22,,,,,
2004-04-09,,,,,,,,,,,,,,1078.00,,,,,,,,
2004-04-12,,,,,,,,,,,,,,,,,37.75,,,,,
2004-04-13,,,,,,,,,,,,,,,,,37.09,,,,,
2004-04-14,,,,,,,,,,,,,,,,,36.66,,,,,
2004-04-15,,,,,,,,,,,,,,,,,37.56,,,,,
2004-04-16,,,,,,,,,,,,,,1062.87,,,37.62,,,,,
2004-04-19,,,,,,,,,,,,,,,,,37.42,,,,,
2004-04-20,,,,,,,,,,,,,,,,,37.32,,,,,
2004-04-21,,,,,,,,,,,,,,,,,36.61,,,,,
2004-04-22,,,,,,,,,,,,,,,,,37.51,,,,,
2004-04-23,,,,,,,,,,,,,,1089.13,,,37.06,,,,,
2004-04-26,,,,,,,,,,,,,,,,,36.91,,,,,
2004-04-27,,,,,,,,,,,,,,,,,37.48,,,,,
2004-04-28,,,,,,,,,,,,,,,,,37.31,,,,,
2004-04-29,,,,,,,,,,,,,,,,,37.39,,,,,
2004-04-30,,,,,,,,,,,,,,1090.40,,,37.35,,,,,
2004-05-03,,,,,,,,,,,,,,,,,35.93,,,,,
2004-05-04,,,,,,,,,,,,,,,,,36.35,,,,,
2004-05-05,,,,,,,,,,,,,,,,,36.85,,,,,
2004-05-06,,,,,,,,,,,,,,,,,37.36,,,,,
2004-05-07,,,,,,,,,,,,,,1097.88,,,39.97,,,,,
2004-05-10,,,,,,,,,,,,,,,,,38.91,,,,,
2004-05-11,,,,,,,,,,,,,,,,,40.07,,,,,
2004-05-12,,,,,,,,,,,,,,,,,40.66,,,,,
2004-05-13,,,,,,,,,,,,,,,,,41.02,,,,,
2004-05-14,,,,,,,,,,,,,,1103.35,,,41.31,,,,,
2004-05-17,,,,,,,,,,,,,,,,,41.48,,,,,
2004-05-18,,,,,,,,,,,,,,,,,40.34,,,,,
2004-05-19,,,,,,,,,,,,,,,,,41.58,,,,,
2004-05-20,,,,,,,,,,,,,,,,,40.52,,,,,
2004-05-21,,,,,,,,,,,,,,1090.56,,,39.98,,,,,
2004-05-24,,,,,,,,,,,,,,,,,41.77,,,,,
2004-05-25,,,,,,,,,,,,,,,,,41.14,,,,,
2004-05-26,,,,,,,,,,,,,,,,,40.63,,,,,
2004-05-27,,,,,,,,,,,,,,,,,39.41,,,,,
