Dates,Average daily coal consumption,Operating rate of blast furnaces,All-steel wheel operating rate,Semi-steel wheel operating rate,Polyester filament operating rate,PTA operating rate,Average daily output of crude steel,Commercial housing transaction area of 30 cities(D),Commercial housing transaction area of 30 cities(W),Cement Price Index,Average Daily Sales of Passenger Car(Wholesale),Average Daily Sales of Passenger Car(Retail),Keqiao Textile Price Index,CCFI composite index,Edible Agricultural Products Price Index,Production price index,WTI spot price,Output: Rebar,Output:Wire Rod,Output:Hot Rolled Coil,Output: Cold Rolled Coil,Output: Plate
2009-09-14,,,,,,,,,,,,,91.34,,,,68.76,,,,,
2009-09-15,,,,,,,,,,,,,,,,,70.88,,,,,
2009-09-16,,,,,,,,,,,,,,,,,72.48,,,,,
2009-09-17,,,,,,,,,,,,,,,,,72.59,,,,,
2009-09-18,,,,,,,,,,,,,,945.30,118.99,122.01,71.97,,,,,
2009-09-20,,,,,,,165.49,,,,,,,,,,,,,,,
2009-09-21,,,,,,,,,,,,,91.22,,,,69.47,,,,,
2009-09-22,,,,,,,,,,,,,,,,,71.49,,,,,
2009-09-23,,,,,,,,,,,,,,,,,68.61,,,,,
2009-09-24,,,,,,,,,,,,,,,,,65.79,,,,,
2009-09-25,,,,,,,,,,,,,,958.87,119.22,121.85,65.73,,,,,
2009-09-28,,,,,,,,,,,,,91.37,,,,66.86,,,,,
2009-09-29,,,,,,,,,,,,,,,,,66.59,,,,,
2009-09-30,,,,,,,164.59,,,,,,,,,,70.21,,,,,
2009-10-01,44.18,,,,,,,,,,,,,,,,70.56,,,,,
2009-10-02,44.25,,,,,,,,,,,,,960.23,119.12,,69.75,,,,,
2009-10-03,44.03,,,,,,,,,,,,,,,,,,,,,
2009-10-04,43.89,,,,,,,,,,,,,,,,,,,,,
2009-10-05,43.11,,,,,,,,,,,,91.19,,,,70.47,,,,,
2009-10-06,44.21,,,,,,,,,,,,,,,,71.10,,,,,
2009-10-07,43.29,,,,,,,,,,,,,,,,69.74,,,,,
2009-10-08,43.58,,,,,,,,,,,,,,,,71.57,,,,,
2009-10-09,43.28,,,,,,,,,,,,,964.05,118.85,121.43,72.25,,,,,
2009-10-10,43.31,,,,,,169.20,,,,,,,,,,,,,,,
2009-10-11,42.46,,,,,,,,,,,,,,,,,,,,,
2009-10-12,42.48,,,,,,,,,,,,,,,,73.13,,,,,
2009-10-13,41.45,,,,,,,,,,,,,,,,74.19,,,,,
2009-10-14,42.44,,,,,,,,,,,,,,,,75.19,,,,,
2009-10-15,42.60,,,,,,,,,,,,,,,,77.57,,,,,
2009-10-16,43.45,,,,,,,,,,,,,966.25,118.25,120.93,78.68,,,,,
2009-10-17,42.55,,,,,,,,,,,,,,,,,,,,,
2009-10-18,43.25,,,,,,,,,,,,,,,,,,,,,
2009-10-19,42.16,,,,,,,,,,,,91.29,,,,79.38,,,,,
2009-10-20,41.68,,,,,,164.56,,,,,,,,,,78.52,,,,,
2009-10-21,42.36,,,,,,,,,,,,,,,,80.93,,,,,
2009-10-22,42.75,,,,,,,,,,,,,,,,80.78,,,,,
2009-10-23,43.71,,,,,,,,,,,,,961.13,117.79,121.22,79.73,,,,,
2009-10-24,42.84,,,,,,,,,,,,,,,,,,,,,
2009-10-25,43.21,,,,,,,,,,,,,,,,,,,,,
2009-10-26,43.59,,,,,,,,,,,,91.40,,,,78.63,,,,,
2009-10-27,43.36,,,,,,,,,,,,,,,,79.41,,,,,
2009-10-28,43.42,,,,,,,,,,,,,,,,77.36,,,,,
2009-10-29,43.09,,,,,,,,,,,,,,,,80.06,,,,,
2009-10-30,43.53,,,,,,,,,,,,,965.15,117.48,121.51,77.04,,,,,
2009-10-31,44.29,,,,,,164.98,,,,,,,,,,,,,,,
2009-11-01,43.02,,,,,,,,,,,,,,,,,,,,,
2009-11-02,44.20,,,,,,,,,,,,91.76,,,,77.85,,,,,
2009-11-03,42.80,,,,,,,,,,,,,,,,79.24,,,,,
2009-11-04,43.60,,,,,,,,,,,,,,,,80.64,,,,,
2009-11-05,43.50,,,,,,,,,,,,,,,,79.74,,,,,
2009-11-06,43.00,,,,,,,,,,,,,969.98,117.42,121.84,77.44,,,,,
2009-11-07,43.50,,,,,,,,,,,,,,,,,,,,,
2009-11-08,44.10,,,,,,,,,,,,,,,,,,,,,
2009-11-09,46.30,,,,,,,,,,,,91.91,,,,79.40,,,,,
2009-11-10,44.50,,,,,,162.22,,,,,,,,,,79.08,,,,,
2009-11-11,45.90,,,,,,,,,,,,,,,,79.31,,,,,
2009-11-12,46.10,,,,,,,,,,,,,,,,76.68,,,,,
2009-11-13,46.10,,,,,,,,,,,,,980.11,118.57,122.74,76.34,,,,,
2009-11-14,46.50,,,,,,,,,,,,,,,,,,,,,
2009-11-15,46.50,,,,,,,,,,,,,,,,,,,,,
2009-11-16,46.52,,,,,,,,,,,,91.65,,,,78.77,,,,,
2009-11-17,44.40,,,,,,,,,,,,,,,,79.10,,,,,
2009-11-18,45.50,,,,,,,,,,,,,,,,79.57,,,,,
2009-11-19,47.30,,,,,,,,,,,,,,,,77.61,,,,,
2009-11-20,47.80,,,,,,159.95,,,,,,,985.60,120.12,123.87,76.74,,,,,
2009-11-21,47.97,,,,,,,,,,,,,,,,,,,,,
2009-11-22,47.27,,,,,,,,,,,,,,,,,,,,,
2009-11-23,45.51,,,,,,,,,,,,92.25,,,,76.60,,,,,
2009-11-24,44.30,,,,,,,,,,,,,,,,75.04,,,,,
2009-11-25,44.40,,,,,,,,,,,,,,,,76.49,,,,,
2009-11-26,45.50,,,,,,,,,,,,,,,,76.49,,,,,
2009-11-27,45.10,,,,,,,,,,,,,993.94,120.89,124.79,,,,,,
2009-11-28,45.10,,,,,,,,,,,,,,,,,,,,,
2009-11-29,45.30,,,,,,,,,,,,,,,,,,,,,
2009-11-30,44.20,,,,,,167.12,,,,,,92.39,,,,77.39,,,,,
2009-12-01,43.75,,,,,,,,,,,,,,,,78.30,,,,,
2009-12-02,47.86,,,,,,,,,,,,,,,,76.61,,,,,
2009-12-03,45.63,,,,,,,,,,,,,,,,76.28,,,,,
2009-12-04,47.61,,,,,,,,,,,,,993.45,122.09,124.92,75.70,,,,,
2009-12-05,47.63,,,,,,,,,,,,,,,,,,,,,
2009-12-06,47.49,,,,,,,,,,,,,,,,,,,,,
2009-12-07,47.39,,,,,,,,,,,,93.05,,,,73.88,,,,,
2009-12-08,44.88,,,,,,,,,,,,,,,,72.78,,,,,
2009-12-09,44.38,,,,,,,,,,,,,,,,70.92,,,,,
2009-12-10,46.01,,,,,,165.00,,,,,,,,,,70.48,,,,,
2009-12-11,46.69,,,,,,,,,,,,,991.45,122.88,125.11,69.75,,,,,
2009-12-12,45.26,,,,,,,,,,,,,,,,,,,,,
2009-12-13,44.33,,,,,,,,,,,,,,,,,,,,,
2009-12-14,44.07,,,,,,,,,,,,93.00,,,,69.60,,,,,
2009-12-15,43.79,,,,,,,,,,,,,,,,70.75,,,,,
2009-12-16,47.50,,,,,,,,,,,,,,,,70.75,,,,,
2009-12-17,47.56,,,,,,,,,,,,,,,,72.63,,,,,
2009-12-18,47.92,,,,,,,,,,,,,990.98,123.54,125.44,72.95,,,,,
2009-12-19,48.35,,,,,,,,,,,,,,,,,,,,,
2009-12-20,47.49,,,,,,165.00,,,,,,,,,,,,,,,
2009-12-21,48.25,,,,,,,,,,,,93.14,,,,72.02,,,,,
2009-12-22,47.70,,,,,,,,,,,,,,,,73.28,,,,,
2009-12-23,47.88,,,,,,,,,,,,,,,,75.17,,,,,
2009-12-24,48.84,,,,,,,,,,,,,,,,77.21,,,,,
2009-12-25,48.35,,,,,,,,,,,,,995.94,123.97,126.35,,,,,,
2009-12-26,48.77,,,,,,,,,,,,,,,,,,,,,
2009-12-27,48.68,,,,,,,,,,,,,,,,,,,,,
2009-12-28,48.91,,,,,,,,,,,,93.16,,,,78.65,,,,,
2009-12-29,47.92,,,,,,,,,,,,,,,,78.78,,,,,
2009-12-30,51.77,,,,,,,,,,,,,,,,79.28,,,,,
2009-12-31,49.30,,,,,,165.00,,,,,,,,,,79.34,,,,,
2010-01-01,49.30,,,,,,,10.68,,,,,,,124.34,127.68,,,,,,
2010-01-02,48.70,,,,,,,12.88,,,,,,,,,,,,,,
2010-01-03,48.40,,,,,,,9.66,40.53,,,,,,,,,,,,,
2010-01-04,48.76,,,,,,,39.01,,,,,93.49,,,,81.59,,,,,
2010-01-05,45.84,,,,,,,53.45,,,,,,,,,81.84,,,,,
2010-01-06,48.51,,,,,,,51.54,,,,,,,,,83.20,,,,,
2010-01-07,50.20,,,,,,,45.38,,,,,,,,,82.65,,,,,
2010-01-08,50.31,,,,,,,42.94,,,,,,1004.58,125.12,129.73,82.84,,,,,
2010-01-09,50.35,,,,,,,30.19,,,,,,,,,,,,,,
2010-01-10,50.20,,,,,,167.00,21.19,283.71,,,,,,,,,,,,,
2010-01-11,49.73,,,,,,,57.36,,,,,93.69,,,,82.27,,,,,
2010-01-12,48.64,,,,,,,60.87,,,,,,,,,80.71,,,,,
2010-01-13,49.30,,,,,,,61.36,,,,,,,,,79.72,,,,,
2010-01-14,49.50,,,,,,,57.41,,,,,,,,,79.38,,,,,
2010-01-15,51.60,,,,,,,45.99,,,,,,1004.83,125.24,130.10,78.05,,,,,
2010-01-16,49.60,,,,,,,32.34,,,,,,,,,,,,,,
2010-01-17,49.60,,,,,,,16.23,331.56,,,,,,,,,,,,,
2010-01-18,50.19,,,,,,,47.78,,,,,93.39,,,,,,,,,
2010-01-19,45.18,,,,,,,46.30,,,,,,,,,79.08,,,,,
2010-01-20,46.84,,,,,,156.00,58.46,,,,,,,,,77.06,,,,,
2010-01-21,45.59,,,,,,,47.59,,,,,,,,,75.63,,,,,
2010-01-22,45.13,,,,,,,46.99,,,,,,1040.38,125.75,129.81,74.00,,,,,
2010-01-23,48.78,,,,,,,27.07,,,,,,,,,,,,,,
2010-01-24,47.38,,,,,,,22.43,296.62,,,,,,,,,,,,,
2010-01-25,47.11,,,,,,,47.22,,,,,93.54,,,,74.93,,,,,
2010-01-26,46.42,,,,,,,53.80,,,,,,,,,74.69,,,,,
2010-01-27,45.30,,,,,,,55.72,,,,,,,,,73.59,,,,,
2010-01-28,45.28,,,,,,,66.99,,,,,,,,,73.88,,,,,
2010-01-29,45.78,,,,,,,53.98,,,,,,1057.78,125.50,129.05,72.79,,,,,
2010-01-30,44.89,,,,,,,27.18,,,,,,,,,,,,,,
2010-01-31,44.38,,,,,,159.00,21.11,326.00,,,,,,,,,,,,,
2010-02-01,44.91,,,,,,,41.40,,,,,93.41,,,,74.74,,,,,
2010-02-02,47.46,,,,,,,47.03,,,,,,,,,77.36,,,,,
2010-02-03,44.45,,,,,,,53.23,,,,,,,,,76.96,,,,,
2010-02-04,43.34,,,,,,,53.24,,,,,,,,,72.94,,,,,
2010-02-05,42.57,,,,,,,41.44,,,,,,1081.67,125.56,128.06,71.87,,,,,
2010-02-06,40.95,,,,,,,23.92,,,,,,,,,,,,,,
2010-02-07,40.90,,,,,,,19.76,280.02,,,,,,,,,,,,,
2010-02-08,40.45,,,,,,,37.64,,,,,93.34,,,,71.85,,,,,
2010-02-09,32.70,,,,,,,43.00,,,,,,,,,73.86,,,,,
2010-02-10,40.95,,,,,,160.00,25.45,,,,,,,,,74.50,,,,,
2010-02-11,30.13,,,,,,,11.41,,,,,,,,,75.17,,,,,
2010-02-12,27.90,,,,,,,4.61,,,,,,1124.91,127.29,127.97,74.16,,,,,
2010-02-13,28.61,,,,,,,0.78,,,,,,,,,,,,,,
2010-02-14,26.49,,,,,,,0.40,123.29,,,,,,,,,,,,,
2010-02-15,26.43,,,,,,,0.72,,,,,,,,,,,,,,
2010-02-16,25.85,,,,,,,0.76,,,,,,,,,77.07,,,,,
2010-02-17,25.22,,,,,,,1.12,,,,,,,,,77.39,,,,,
2010-02-18,24.22,,,,,,,0.83,,,,,,,,,78.95,,,,,
2010-02-19,24.74,,,,,,,2.09,,,,,,,127.77,128.74,79.82,,,,,
2010-02-20,26.04,,,,,,164.00,7.59,,,,,,,,,,,,,,
2010-02-21,27.92,,,,,,,13.29,26.39,,,,,,,,,,,,,
2010-02-22,27.30,,,,,,,23.17,,,,,,,,,79.99,,,,,
2010-02-23,28.84,,,,,,,26.92,,,,,,,,,78.72,,,,,
2010-02-24,30.47,,,,,,,29.08,,,,,,,,,79.68,,,,,
2010-02-25,31.09,,,,,,,29.16,,,,,,,,,77.93,,,,,
2010-02-26,33.73,,,,,,,26.55,,,,,,1168.31,126.46,129.45,79.67,,,,,
2010-02-27,35.99,,,,,,,18.70,,,,,,,,,,,,,,
2010-02-28,35.57,,,,,,169.00,13.47,167.06,,,,,,,,,,,,,
2010-03-01,36.11,,,,,,,33.42,,,,,,,,,78.69,,,,,
2010-03-02,36.65,,,,,,,42.75,,,,,,,,,79.85,,,,,
2010-03-03,37.13,,,,,,,39.11,,,,,,,,,80.84,,,,,
2010-03-04,42.51,,,,,,,42.50,,,,,,,,,80.38,,,,,
2010-03-05,42.03,,,,,,,31.92,,,,,,1133.39,125.74,130.02,81.73,,,,,
2010-03-06,42.47,,,,,,,22.53,,,,,,,,,,,,,,
2010-03-07,41.78,,,,,,,15.58,227.81,,,,,,,,,,,,,
2010-03-08,42.74,,,,,,,32.53,,,,,94.25,,,,81.79,,,,,
2010-03-09,43.00,,,,,,,37.62,,,,,,,,,81.33,,,,,
2010-03-10,43.41,,,,,,169.00,45.97,,,,,,,,,82.00,,,,,
2010-03-11,43.30,,,,,,,37.55,,,,,,,,,82.17,,,,,
2010-03-12,44.74,,,,,,,37.30,,,,,,1135.71,125.49,130.88,81.23,,,,,
2010-03-13,45.08,,,,,,,24.26,,,,,,,,,,,,,,
2010-03-14,44.54,,,,,,,16.28,231.50,,,,,,,,,,,,,
2010-03-15,44.95,,,,,,,34.87,,,,,94.48,,,,79.72,,,,,
2010-03-16,41.56,,,,,,,43.50,,,,,,,,,81.79,,,,,
2010-03-17,43.50,,,,,,,42.16,,,,,,,,,82.79,,,,,
2010-03-18,44.07,,,,,,,43.58,,,,,,,,,82.11,,,,,
2010-03-19,44.42,,,,,,,34.07,,,,,,1127.62,125.34,133.06,80.55,,,,,
2010-03-20,45.77,,,,,,170.00,25.57,,,,,,,,,,,,,,
2010-03-21,45.91,,,,,,,22.37,246.12,,,,,,,,,,,,,
2010-03-22,45.71,,,,,,,46.37,,,,,94.58,,,,81.45,,,,,
2010-03-23,43.48,,,,,,,52.61,,,,,,,,,81.57,,,,,
2010-03-24,44.23,,,,,,,53.34,,,,,,,,,80.16,,,,,
2010-03-25,47.57,,,,,,,48.06,,,,,,,,,80.22,,,,,
2010-03-26,49.17,,,,,,,45.03,,,,,,1120.12,125.18,134.61,80.06,,,,,
2010-03-27,46.84,,,,,,,33.74,,,,,,,,,,,,,,
2010-03-28,46.51,,,,,,,26.20,305.33,,,,,,,,,,,,,
2010-03-29,46.24,,,,,,,66.48,,,,,94.71,,,,82.37,,,,,
2010-03-30,48.28,,,,,,,61.76,,,,,,,,,82.54,,,,,
2010-03-31,46.88,,,,,,176.00,60.60,,,,,,,,,83.51,,,,,
2010-04-01,48.13,,,,,,,54.42,,,,,,,,,85.06,,,,,
2010-04-02,45.63,,,,,,,57.10,,,,,,1123.46,124.74,136.45,,,,,,
2010-04-03,48.72,,,,,,,37.43,,,,,,,,,,,,,,
2010-04-04,48.35,,,,,,,23.05,360.84,,,,,,,,,,,,,
2010-04-05,48.82,,,,,,,16.02,,,,,95.04,,,,86.73,,,,,
2010-04-06,49.05,,,,,,,58.58,,,,,,,,,86.89,,,,,
2010-04-07,44.81,,,,,,,63.66,,,,,,,,,85.57,,,,,
2010-04-08,47.47,,,,,,,66.38,,,,,,,,,85.67,,,,,
2010-04-09,48.78,,,,,,,50.48,,,,,,1117.89,124.28,138.46,84.92,,,,,
2010-04-10,49.55,,,,,,179.00,44.98,,,,,,,,,,,,,,
2010-04-11,50.25,,,,,,,31.37,331.47,,,,,,,,,,,,,
2010-04-12,50.60,,,,,,,64.33,,,,,95.55,,,,84.39,,,,,
2010-04-13,48.26,,,,,,,64.18,,,,,,,,,84.03,,,,,
2010-04-14,49.21,,,,,,,61.57,,,,,,,,,85.98,,,,,
2010-04-15,49.38,,,,,,,61.02,,,,,,,,,85.48,,,,,
2010-04-16,50.03,,,,,,,79.17,,,,,,1117.12,124.66,139.83,83.12,,,,,
2010-04-17,49.45,,,,,,,56.34,,,,,,,,,,,,,,
2010-04-18,47.90,,,,,,,41.20,427.80,,,,,,,,,,,,,
2010-04-19,49.06,,,,,,,67.92,,,,,95.64,,,,81.59,,,,,
2010-04-20,45.35,,,,,,180.00,59.89,,,,,,,,,83.04,,,,,
2010-04-21,46.17,,,,,,,66.36,,,,,,,,,82.94,,,,,
2010-04-22,49.06,,,,,,,64.65,,,,,,,,,82.93,,,,,
2010-04-23,48.28,,,,,,,45.93,,,,,,1115.87,125.13,138.76,84.36,,,,,
2010-04-24,47.90,,,,,,,34.15,,,,,,,,,,,,,,
2010-04-25,47.35,,,,,,,25.95,364.87,,,,,,,,,,,,,
2010-04-26,48.37,,,,,,,48.94,,,,,95.73,,,,83.92,,,,,
2010-04-27,45.02,,,,,,,59.97,,,,,,,,,82.12,,,,,
2010-04-28,47.52,,,,,,,61.31,,,,,,,,,83.20,,,,,
2010-04-29,48.48,,,,,,,51.43,,,,,,,,,85.17,,,,,
2010-04-30,47.73,,,,,,188.00,38.68,,,,,,,125.51,137.52,86.14,,,,,
2010-05-01,46.66,,,,,,,15.16,,,,,,,,,,,,,,
2010-05-02,46.22,,,,,,,19.20,294.68,,,,,,,,,,,,,
2010-05-03,46.11,,,,,,,11.57,,,,,95.77,,,,86.16,,,,,
2010-05-04,46.56,,,,,,,32.96,,,,,,,,,82.75,,,,,
2010-05-05,47.60,,,,,,,38.82,,,,,,,,,79.77,,,,,
2010-05-06,48.64,,,,,,,40.09,,,,,,,,,76.09,,,,,
2010-05-07,49.77,,,,,,,38.27,,,,,,1120.46,124.80,137.73,75.11,,,,,
2010-05-08,51.77,,,,,,,25.57,,,,,,,,,,,,,,
2010-05-09,50.86,,,,,,,15.03,202.32,,,,,,,,,,,,,
2010-05-10,50.31,,,,,,183.00,34.06,,,,,95.79,,,,77.09,,,,,
2010-05-11,47.18,,,,,,,36.34,,,,,,,,,76.06,,,,,
2010-05-12,45.78,,,,,,,47.68,,,,,,,,,75.44,,,,,
2010-05-13,48.86,,,,,,,34.58,,,,,,,,,74.17,,,,,
2010-05-14,49.58,,,,,,,28.86,,,,,,1120.13,124.02,136.34,71.65,,,,,
2010-05-15,48.80,,,,,,,18.88,,,,,,,,,,,,,,
2010-05-16,49.46,,,,,,,12.55,212.95,,,,,,,,,,,,,
2010-05-17,50.28,,,,,,,32.87,,,,,96.00,,,,70.32,,,,,
2010-05-18,45.70,,,,,,,35.08,,,,,,,,,69.36,,,,,
2010-05-19,47.47,,,,,,,34.18,,,,,,,,,70.62,,,,,
2010-05-20,50.04,,,,,,180.00,37.72,,,,,,,,,68.47,,,,,
2010-05-21,50.02,,,,,,,32.30,,,,,,1125.78,123.39,133.76,67.64,,,,,
2010-05-22,50.49,,,,,,,18.11,,,,,,,,,,,,,,
2010-05-23,50.00,,,,,,,32.75,223.01,,,,,,,,,,,,,
2010-05-24,50.30,,,,,,,38.47,,,,,95.89,,,,66.11,,,,,
2010-05-25,44.00,,,,,,,35.36,,,,,,,,,65.58,,,,,
2010-05-26,47.00,,,,,,,38.38,,,,,,,,,71.41,,,,,
2010-05-27,48.40,,,,,,,40.85,,,,,,,,,74.48,,,,,
2010-05-28,49.51,,,,,,,36.26,,,,,,1128.62,122.92,133.75,74.14,,,,,
2010-05-29,48.80,,,,,,,22.91,,,,,,,,,,,,,,
2010-05-30,51.10,,,,,,,17.88,230.11,,,,,,,,,,,,,
2010-05-31,48.76,,,,,,178.00,33.88,,,,,95.90,,,,,,,,,
2010-06-01,44.55,,,,,,,34.62,,,,,,,,,72.69,,,,,
2010-06-02,45.80,,,,,,,38.86,,,,,,,,,73.56,,,,,
2010-06-03,46.20,,,,,,,41.14,,,,,,,,,74.49,,,,,
2010-06-04,47.20,,,,,,,42.46,,,,,,1137.47,122.18,133.27,71.22,,,,,
2010-06-05,48.16,,,,,,,26.95,,,,,,,,,,,,,,
2010-06-06,48.10,,,,,,,20.38,238.29,,,,,,,,,,,,,
2010-06-07,48.00,,,,,,,43.19,,,,,95.91,,,,71.46,,,,,
2010-06-08,47.80,,,,,,,32.25,,,,,,,,,71.89,,,,,
2010-06-09,49.10,,,,,,,37.04,,,,,,,,,73.97,,,,,
2010-06-10,49.20,,,,,,178.00,35.81,,,,,,,,,75.41,,,,,
2010-06-11,49.30,,,,,,,37.11,,,,,,1143.85,121.69,132.02,73.93,,,,,
2010-06-12,49.37,,,,,,,44.14,,,,,,,,,,,,,,
2010-06-13,51.00,,,,,,,28.80,258.34,,,,,,,,,,,,,
2010-06-14,50.93,,,,,,,14.46,,,,,95.94,,,,75.08,,,,,
2010-06-15,50.20,,,,,,,9.55,,,,,,,,,76.79,,,,,
2010-06-16,49.90,,,,,,,9.39,,,,,,,,,77.67,,,,,
2010-06-17,50.90,,,,,,,33.29,,,,,,,,,76.44,,,,,
2010-06-18,42.05,,,,,,,32.95,,,,,,1155.09,121.56,131.75,77.33,,,,,
2010-06-19,47.75,,,,,,,24.85,,,,,,,,,,,,,,
2010-06-20,46.90,,,,,,177.00,19.53,144.03,,,,,,,,,,,,,
2010-06-21,47.80,,,,,,,35.97,,,,,95.97,,,,77.52,,,,,
2010-06-22,49.90,,,,,,,38.00,,,,,,,,,77.08,,,,,
2010-06-23,51.20,,,,,,,39.91,,,,,,,,,75.59,,,,,
2010-06-24,,,,,,,,33.80,,,,,,,,,76.04,,,,,
2010-06-25,53.52,,,,,,,40.27,,,,,,1171.54,121.74,131.32,78.63,,,,,
2010-06-26,50.79,,,,,,,22.51,,,,,,,,,,,,,,
2010-06-27,51.28,,,,,,,18.07,228.54,,,,,,,,,,,,,
2010-06-28,50.60,,,,,,,35.98,,,,,95.99,,,,78.18,,,,,
2010-06-29,49.00,,,,,,,41.05,,,,,,,,,75.78,,,,,
2010-06-30,48.65,,,,,,171.00,42.97,,,,,,,,,75.68,,,,,
2010-07-01,50.35,,,,,,,34.25,,,,,,,,,72.54,,,,,
2010-07-02,51.30,,,,,,,29.81,,,,,,1172.00,121.96,129.57,71.68,,,,,
2010-07-03,54.40,,,,,,,17.52,,,,,,,,,,,,,,
2010-07-04,54.25,,,,,,,12.96,214.53,,,,,,,,,,,,,
2010-07-05,54.90,,,,,,,23.08,,,,,95.88,,,,,,,,,
2010-07-06,56.89,,,,,,,28.94,,,,,,,,,72.03,,,,,
2010-07-07,57.04,,,,,,,33.31,,,,,,,,,74.24,,,,,
2010-07-08,55.72,,,,,,,29.20,,,,,,,,,75.74,,,,,
2010-07-09,56.73,,,,,,,31.39,,,,,,1184.91,122.58,128.76,76.26,,,,,
2010-07-10,56.81,,,,,,169.00,22.24,,,,,,,,,,,,,,
2010-07-11,56.24,,,,,,,17.50,185.66,,,,,,,,,,,,,
2010-07-12,55.38,,,,,,,34.75,,,,,95.83,,,,74.87,,,,,
2010-07-13,50.07,,,,,,,37.80,,,,,,,,,77.29,,,,,
2010-07-14,54.82,,,,,,,37.74,,,,,,,,,76.85,,,,,
2010-07-15,56.55,,,,,,,36.38,,,,,,,,,76.53,,,,,
2010-07-16,54.59,,,,,,,32.20,,,,,,1193.08,123.85,128.91,75.88,,,,,
2010-07-17,55.16,,,,,,,22.58,,,,,,,,,,,,,,
2010-07-18,55.46,,,,,,,16.94,218.39,,,,,,,,,,,,,
2010-07-19,55.27,,,,,,,30.86,,,,,95.73,,,,76.64,,,,,
2010-07-20,51.13,,,,,,165.00,36.90,,,,,,,,,77.31,,,,,
2010-07-21,53.24,,,,,,,33.85,,,,,,,,,76.23,,,,,
2010-07-22,55.52,,,,,,,33.74,,,,,,,,,79.00,,,,,
2010-07-23,56.19,,,,,,,36.48,,,,,,1198.65,124.76,130.64,78.82,,,,,
2010-07-24,56.78,,,,,,,29.82,,,,,,,,,,,,,,
2010-07-25,56.20,,,,,,,22.72,224.37,,,,,,,,,,,,,
2010-07-26,55.03,,,,,,,35.38,,,,,95.96,,,,78.96,,,,,
2010-07-27,,,,,,,,40.38,,,,,,,,,77.61,,,,,
2010-07-28,50.56,,,,,,,43.74,,,,,,,,,76.87,,,,,
2010-07-29,51.42,,,,,,,41.20,,,,,,,,,78.52,,,,,
2010-07-30,51.70,,,,,,,39.53,,,,,,1209.06,125.19,131.75,78.90,,,,,
2010-07-31,53.10,,,,,,164.20,31.98,,,,,,,,,,,,,,
2010-08-01,53.50,,,,,,,19.76,251.97,,,,,,,,,,,,,
2010-08-02,51.46,,,,,,,35.20,,,,,95.98,,,,81.55,,,,,
2010-08-03,57.88,,,,,,,38.86,,,,,,,,,82.58,,,,,
2010-08-04,59.89,,,,,,,35.98,,,,,,,,,82.46,,,,,
2010-08-05,62.29,,,,,,,38.66,,,,,,,,,82.18,,,,,
2010-08-06,62.64,,,,,,,36.32,,,,,,1213.08,126.42,133.22,80.85,,,,,
2010-08-07,60.69,,,,,,,27.16,,,,,,,,,,,,,,
2010-08-08,61.07,,,,,,,17.69,229.86,,,,,,,,,,,,,
2010-08-09,60.21,,,,,,,36.26,,,,,96.06,,,,81.50,,,,,
2010-08-10,56.12,,,,,,171.90,39.55,,,,,,,,,80.13,,,,,
2010-08-11,56.70,,,,,,,42.39,,,,,,,,,77.90,,,,,
2010-08-12,59.87,,,,,,,41.24,,,,,,,,,75.87,,,,,
2010-08-13,60.41,,,,,,,31.62,,,,,,1211.79,126.98,133.93,75.46,,,,,
2010-08-14,64.48,,,,,,,24.48,,,,,,,,,,,,,,
2010-08-15,,,,,,,,22.56,238.10,,,,,,,,,,,,,
2010-08-16,65.50,,,,,,,41.78,,,,,96.17,,,,75.18,,,,,
2010-08-17,62.38,,,,,,,48.33,,,,,,,,,75.71,,,,,
2010-08-18,59.87,,,,,,,51.47,,,,,,,,,75.33,,,,,
2010-08-19,59.08,,,,,,,50.52,,,,,,,,,74.47,,,,,
2010-08-20,61.70,,,,,,171.10,45.90,,,,,,1207.96,127.72,134.21,73.50,,,,,
2010-08-21,60.52,,,,,,,34.60,,,,,,,,,,,,,,
2010-08-22,60.07,,,,,,,25.22,297.81,,,,,,,,,,,,,
2010-08-23,60.47,,,,,,,42.65,,,,,96.08,,,,72.74,,,,,
2010-08-24,59.84,,,,,,,44.62,,,,,,,,,71.21,,,,,
2010-08-25,61.16,,,,,,,51.80,,,,,,,,,72.06,,,,,
2010-08-26,60.56,,,,,,,50.76,,,,,,,,,73.36,,,,,
2010-08-27,60.79,,,,,,,49.88,,,,,,1214.70,127.99,134.07,75.22,,,,,
2010-08-28,60.53,,,,,,,35.56,,,,,,,,,,,,,,
2010-08-29,58.69,,,,,,,29.31,304.59,,,,,,,,,,,,,
2010-08-30,59.26,,,,,,,49.91,,,,,95.95,,,,74.55,,,,,
2010-08-31,55.42,,,,,,168.00,52.52,,,,,,,,,71.72,,,,,
2010-09-01,54.68,,,,,,,46.74,,,,,,,,,73.91,,,,,
2010-09-02,57.67,,,,,,,47.01,,,,,,,,,74.99,,,,,
2010-09-03,57.60,,,,,,,42.85,,,,,,1202.59,128.28,134.63,74.34,,,,,
2010-09-04,59.20,,,,,,,26.80,,,,,,,,,,,,,,
2010-09-05,59.00,,,,,,,34.39,300.21,,,,,,,,,,,,,
2010-09-06,57.20,,,,,,,48.46,,,,,95.91,,,,74.34,,,,,
2010-09-07,56.20,,,,,,,52.50,,,,,,,,,73.80,,,,,
2010-09-08,59.10,,,,,,,53.26,,,,,,,,,74.66,,,,,
